"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","FC","log2FC","p_value","FDR","VIP"
7,7.073,58.51455,"Unknown","null",0.926656852159646,-0.109892897717256,0.169964501947711,0.591921024877844,0.605144343642522
11,7.073,70.53383,"Unknown","null",0.885927750996977,-0.174739045687724,0.0651593474631058,0.424130475758966,0.984882565394166
12,7.073,70.56666,"Unknown","null",1.0118616023343,0.0170119784907072,0.819671509178576,0.95633510351979,0.332991341601244
13,7.075,70.62899,"Unknown","null",0.937380758936082,-0.0932929131197007,0.216954707622848,0.640943493886333,0.535749773623199
14,5.158,76.07381,"Unknown","null",1.13591064986571,0.183849357672425,0.41545830662495,0.78533579901036,0.654171110565158
16,5.465,78.03295,"Unknown","null",1.03916520585262,0.0554250312561706,0.814009386646724,0.954270953217123,0.29618612960384
18,7.693,83.06003,"Unknown","null",0.84672289827694,-0.240038189899192,0.00677505165404093,0.189839295180894,1.24743390180374
22,8.212,84.04372,"Unknown","null",0.993617838734593,-0.0092370199371512,0.911781614004262,0.980596147888719,0.0507564862667648
24,8.047,84.045,"Unknown","null",0.995206284161339,-0.00693249959190112,0.908899644574394,0.980051335407358,0.173824572430567
25,8.82,84.07853,"Unknown","null",0.95705490488779,-0.0633264024256128,0.660000982742548,0.898488732809183,0.388149964708868
26,6.514,84.08057,"Unknown","null",0.96640029966121,-0.0493071928737141,0.740712120238886,0.929424779634463,0.20889082211917
27,6.609,84.08082,"Unknown","null",1.03323126140605,0.0471631993556052,0.860799438141959,0.966156176775622,0.157746888794916
28,9.098,84.08102,"Unknown","null",1.04313111579245,0.060920508015748,0.46988998564106,0.814986561864504,0.301653192031727
29,6.214,84.91183,"Unknown","null",0.829478101420803,-0.269724200974023,0.047722710037177,0.384259862569376,1.20426868604455
31,5.897,85.02811,"Unknown","null",0.982537298972639,-0.0254159190464396,0.790616265580645,0.946020168295924,0.188807719610025
32,6.603,85.02814,"Unknown","null",0.955458872581762,-0.0657343206896872,0.480905202101442,0.821101944881084,0.334219613962938
33,7.119,85.02897,"Unknown","null",0.99894386323853,-0.00152448844419695,0.976503791988927,0.994285659855489,0.0149418927683542
35,5.051,85.05009,"Unknown","null",1.19135580519415,0.252604346643476,0.211136773447789,0.636505486409736,0.773522208200995
36,1.337,85.06435,"Unknown","null",0.97961447026157,-0.0297140102255469,0.855716382619568,0.965381534613309,0.367576552393904
37,1.964,86.05759,"Unknown","null",0.944655868888069,-0.0821392329281743,0.335137562865335,0.734568478865176,0.442178288593198
39,7.556,86.06078,"Unknown","null",1.00587059718419,0.00844471785848278,0.941305425268586,0.986767415142392,0.236664559142974
40,4.28,86.07072,"Unknown","null",1.01086946416873,0.0155967108361619,0.651096441307826,0.89489785141615,0.157602101852354
41,6.599,86.09546,"Unknown","null",0.99534189691145,-0.00673592274515222,0.908232997900073,0.980017340927447,0.0379235501511955
42,6.06,86.09584,"Unknown","null",1.28895056086622,0.366196928586296,0.0397819315433085,0.359960050128161,1.41778229434981
43,6.42,86.09595,"Unknown","null",1.07012391668151,0.0977778654402464,0.0340452387993768,0.337906754903258,0.579905141524347
44,6.224,86.90568,"Unknown","null",0.800940821250433,-0.320232444066798,0.016005629065201,0.252703955005292,1.47444783410795
56,5.045,88.08646,"Unknown","null",1.01336027735173,0.0191471829657299,0.923020608456754,0.981712955488833,0.259114994185619
59,7.539,90.05364,"low score: Alanine","Alanine and derivatives",0.886257359581313,-0.174202392182737,0.104719021291134,0.507600503265035,0.668327983040705
60,7.079,90.97694,"Unknown","null",1.04295943481132,0.0606830463191983,0.124912350483129,0.536614278519019,0.464323453125668
63,6.296,91.05406,"Unknown","null",1.04014528683242,0.0567850571675521,0.314509822089912,0.718492705884415,0.411329902143054
67,1.646,93.04469,"Unknown","null",1.18717392146235,0.247531305873435,0.116962371205807,0.522264664920941,1.01548675618905
68,6.302,93.07027,"Unknown","null",1.088540681705,0.122395325943499,0.0918396484191956,0.48521979918408,0.762150445743748
69,0.974,93.07056,"Unknown","null",1.04788739092177,0.0674836889291317,0.446117240244654,0.802181621217946,0.413826177405065
70,4.315,94.03842,"Unknown","null",0.699193461089557,-0.516236402179544,0.0264236533431918,0.305183509547186,1.83576691837885
71,6.839,94.06398,"Unknown","null",0.935449236733246,-0.0962687288614816,0.44516747699519,0.802099567613843,0.888488101607359
72,4.131,94.06526,"Unknown","null",1.18416297731439,0.243867653924779,0.335132102286207,0.734568478865176,0.639079919271712
73,5.475,94.06555,"Unknown","null",1.10557763744441,0.14480033969342,0.564842082733366,0.861156025474761,0.55414661108755
75,0.985,95.0597,"Unknown","null",1.0856621506366,0.118575217844963,0.45259158214507,0.805245036255288,0.507821428701762
77,6.215,95.08525,"Unknown","null",0.826897731837475,-0.274219182533491,0.118810656510111,0.525759030432313,1.01771297166746
79,2.293,96.04169,"no MS2: 2-Pyridone","Pyridinones",1.06003183308783,0.0841075900227857,0.593812768549832,0.874909023968255,0.289095126634016
80,1.187,96.04279,"no MS2: 2-Pyridone","Pyridinones",1.09215925932704,0.127183246265513,0.421603043394599,0.788979212587064,0.62590409250095
82,6.63,96.07744,"Unknown","null",0.926211363813284,-0.110586637115356,0.0707482130018759,0.433987831496631,0.680173899518066
99,5.319,97.1004,"Unknown","null",0.838849360252339,-0.253516338726969,0.142294794984422,0.557997770806312,0.962482585554854
103,1.574,98.05965,"Unknown","null",1.00713287005282,0.0102540292443241,0.927874244855534,0.982917156170905,0.0632978480883877
104,1.822,98.06043,"Unknown","null",1.10528731820629,0.144421445336771,0.444527341407955,0.802024857054584,0.793955971279788
110,5.274,98.09529,"Unknown","null",1.23419306688088,0.303568095333761,0.0467138008257909,0.382376767845501,1.31084233855516
