"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","VIP"
17503,1.314,1174.78345,"no MS2: HBMP 20:2_22:6_22:6","HBMP",2.21582935202604
14335,1.064,859.25549,"Unknown","null",2.21215262013697
4377,0.987,332.07071,"Piroxicam","Benzothiazines",2.21199544571554
1948,4.311,196.98405,"Unknown","null",2.21012590511437
4040,3.359,312.21689,"low score: CAR 10:2","CAR",2.20840328126405
9307,1.132,594.91583,"Unknown","null",2.20696890822466
13927,1.336,836.39893,"Unknown","null",2.20187893371376
16104,1.331,1001.66809,"no MS2: DGDG O-12:0_28:6","EtherDGDG",2.19660445638509
15406,1.345,935.83093,"no MS2: TG 8:0_12:0_36:3","TG",2.19505198423835
2095,6.355,206.88644,"Unknown","null",2.1919149155138
17540,1.113,1180.80591,"no MS2: DGDG O-26:5_28:7","EtherDGDG",2.1916313097999
12446,1.233,758.5224,"no MS2: DGGA 12:0_20:2","DGGA",2.18902045692205
14622,1.232,876.84308,"no MS2: Cer 14:0;3O/42:2;(2OH)","Cer_AP",2.1870855826751
13210,7.552,799.17828,"Unknown","null",2.18647952493777
17150,1.122,1120.76343,"no MS2: HBMP 16:1_22:6_22:6","HBMP",2.18575725447343
4302,5.646,327.14108,"Unknown","null",2.18409916867173
17323,1.117,1146.77588,"no MS2: HBMP 18:2_22:6_22:6","HBMP",2.17986144064335
12806,0.967,777.57458,"no MS2: ST 24:1;O4;G/22:6","GDCAE",2.17838427874464
11446,1.343,707.1972,"Unknown","null",2.1695076728363
12428,1.306,757.71649,"Unknown","null",2.1622932637237
14880,1.311,895.10229,"Unknown","null",2.15982436960596
663,1.585,137.04564,"Unknown","null",2.15437153208042
8207,6.354,532.70038,"Unknown","null",2.1532877844352
9263,1.332,592.13751,"Unknown","null",2.15291581679761
955,2.161,146.08163,"no MS2: 4-Acetamidobutyric acid","Gamma amino acids and derivatives",2.15174077670077
7674,5.03,502.32767,"no MS2: HexCer 12:2;2O/8:0","HexCer_NS",2.13947154284199
13781,1.336,828.55133,"no MS2: Hex2Cer 16:0;2O/16:4","Hex2Cer",2.1380087426243
8470,0.983,548.43817,"no MS2: SL 10:0;O/20:0","SL",2.12754110120709
4050,5.646,313.05243,"Unknown","null",2.12437142629188
3452,7.095,280.95984,"Unknown","null",2.12297815775144
12097,1.34,738.09839,"Unknown","null",2.12178855009
17259,1.096,1137.11194,"no MS2: Cer 33:3;3O/42:2;(2OH)","Cer_AP",2.12136040095292
13411,1.131,809.56689,"no MS2: MGDG O-10:0_28:7","EtherMGDG",2.11897646670511
14898,1.173,896.61304,"no MS2: PC 43:7","PC",2.11029590533879
16418,1.34,1033.95081,"no MS2: TG O-20:0_22:0_22:3","EtherTG",2.1101261368972
16123,1.346,1003.4801,"Unknown","null",2.10470603331645
15342,1.347,930.02869,"Unknown","null",2.10443274530929
16863,1.052,1083.08435,"Unknown","null",2.10265529489798
17572,1.345,1186.30457,"Unknown","null",2.10222001526074
16450,1.336,1037.20349,"Unknown","null",2.10217966827862
3224,5.645,269.08887,"low score: Inosine","Purine nucleosides",2.10053217109237
17401,1.229,1158.78455,"no MS2: PE 66:16","PE",2.09948872389496
14288,1.337,856.41467,"Unknown","null",2.09630426272615
8452,5.733,547.30408,"no MS2: ST 24:1;O4;G;S","BASulfate",2.08825678419237
8332,1.335,539.11633,"Unknown","null",2.08692580637167
17084,1.063,1112.10181,"Unknown","null",2.08425828169948
13449,1.341,811.71643,"no MS2: TG O-8:0_18:0_22:2","EtherTG",2.07940936645804
16886,1.213,1085.73938,"no MS2: DGDG O-18:0_28:6","EtherDGDG",2.07693010875968
14537,1.051,872.10938,"Unknown","null",2.07639734039001
6559,6.353,444.79416,"Unknown","null",2.07564076436553
4132,1.176,317.0961,"Unknown","null",2.07540184629003
13653,1.325,822.047,"Unknown","null",2.07170734526887
13074,1.091,791.35217,"Unknown","null",2.07072951815387
13190,1.336,798.14276,"Unknown","null",2.07017025683865
15673,1.235,960.39178,"Unknown","null",2.06777625874533
12060,7.557,736.12268,"Unknown","null",2.06713663110178
14383,1.228,862.38074,"Unknown","null",2.065943146128
17476,0.993,1170.82898,"no MS2: ADGGA 22:6_18:1_22:6","ADGGA",2.06561158114096
8124,6.356,526.75885,"Unknown","null",2.05597719575924
12441,1.343,758.3031,"Unknown","null",2.05508801182969
16816,1.344,1076.49573,"Unknown","null",2.05231069571531
15502,1.098,944.64874,"no MS2: SHexCer 19:2;2O/26:2;O","SHexCer",2.05165034654278
2487,1.618,229.06987,"no MS2: Resveratrol","Stilbenes",2.05092799308482
16670,1.35,1058.51025,"Unknown","null",2.04825951663537
14044,1.338,842.77429,"no MS2: SL 25:0;O/26:0","SL",2.0474568987609
15401,1.24,935.43256,"Unknown","null",2.04365427231574
11836,1.344,723.92218,"Unknown","null",2.02939709456827
16331,1.097,1024.95215,"no MS2: HexCer 13:0;2O/44:0","HexCer_NDS",2.02802716458426
11978,1.219,731.33722,"Unknown","null",2.0256581060974
17486,1.16,1172.13245,"Unknown","null",2.02418639119555
8294,1.328,537.11823,"Unknown","null",2.01273628178205
11872,1.068,725.75397,"Unknown","null",2.01199656400333
9713,4.9,618.24567,"Unknown","null",2.01149376622963
3632,6.355,290.84756,"Unknown","null",2.0105792782842
15015,1.341,904.00787,"Unknown","null",2.01027110865936
11945,1.149,729.50159,"no MS2: TG 8:0_16:3_18:5","TG",2.00867214335673
17270,1.176,1138.52539,"Unknown","null",2.00861493024701
7559,5.59,496.33844,"no MS2: PC O-16:0","EtherPC",1.99555819927343
7564,5.837,496.34109,"no MS2: PC O-16:0","EtherPC",1.99487627517941
17186,1.069,1126.76294,"no MS2: DGDG O-22:4_28:7","EtherDGDG",1.99065929209382
10146,1.334,642.15131,"Unknown","null",1.98727692130803
8330,0.994,538.44525,"no MS2: Cer 12:1;3O/20:2;(2OH)","Cer_AP",1.98484358258743
15309,1.067,927.29712,"Unknown","null",1.98395027927481
16121,1.328,1003.33508,"Unknown","null",1.9821529583741
10212,4.899,645.18158,"Unknown","null",1.98097361351978
15138,1.268,913.36182,"Unknown","null",1.98059553945495
1203,4.331,159.02794,"Unknown","null",1.97719386256501
16565,1.336,1047.70337,"no MS2: PI 48:5","PI",1.97253684841033
17535,1.068,1180.47498,"Unknown","null",1.96936597294135
13020,1.195,788.93732,"Unknown","null",1.96748570608006
13441,0.995,811.43671,"no MS2: PI 31:4","PI",1.96745803756418
14747,1.157,885.26978,"Unknown","null",1.96580478742642
9267,4.905,592.32239,"no MS2: BMP 2:0_20:4","BMP",1.96039548349168
17059,1.318,1108.73218,"no MS2: ADGGA 22:6_18:5_18:5","ADGGA",1.9597789245076
17477,1.097,1171.13098,"no MS2: TG 8:0_27:0_38:2","TG",1.95968032951008
13832,1.34,831.159,"Unknown","null",1.95806731497977
17599,1.087,1190.14807,"Unknown","null",1.95623768854273
10916,1.339,681.78247,"Unknown","null",1.95504277168066
8227,0.979,533.45386,"no MS2: VAE 15:0","VAE",1.95338650576778
17658,1.071,1199.81982,"Unknown","null",1.95186370221401
16720,1.341,1064.31897,"Unknown","null",1.95132440229452
13118,1.338,793.33771,"Unknown","null",1.94623841400754
16464,0.973,1038.74353,"no MS2: DGDG O-15:0_28:6","EtherDGDG",1.94294949186112
2176,6.354,208.88492,"Unknown","null",1.93971742203814
14738,1.129,884.60089,"no MS2: HBMP 12:0_12:0_18:5","HBMP",1.9396000987142
70,4.315,94.03842,"Unknown","null",1.93001825539461
8648,1.135,559.3924,"no MS2: SM 8:0;2O/16:3","SM",1.92730309023192
4933,6.331,360.9678,"Unknown","null",1.92388939612815
5217,1.039,376.09802,"Unknown","null",1.9228578371565
15944,1.348,985.06122,"Unknown","null",1.91553746707947
4897,6.357,358.83374,"Unknown","null",1.91478608765076
13709,1.199,825.06268,"Unknown","null",1.91295884316974
12482,1.306,760.26343,"Unknown","null",1.91256767420114
15254,1.078,922.96442,"Unknown","null",1.91054296161066
14927,1.133,898.61572,"no MS2: Hex2Cer 16:2;2O/21:2","Hex2Cer",1.91012131344889
11641,1.347,715.33966,"no MS2: PI 24:3","PI",1.90662076138551
17568,1.102,1185.4718,"Unknown","null",1.90536270562334
17345,1.119,1149.78552,"Unknown","null",1.89881859693499
17438,1.154,1164.79248,"no MS2: ADGGA 22:6_18:4_22:6","ADGGA",1.89767997420715
17382,1.099,1156.78711,"no MS2: Hex3Cer 16:1;2O/28:4","Hex3Cer",1.89434669076124
15241,1.347,921.81165,"no MS2: TG O-12:0_22:0_22:3","EtherTG",1.89215347495166
6332,5.732,432.31027,"low score: CAR 19:5","CAR",1.89138047379905
3381,8.108,277.03845,"Unknown","null",1.89082999049039
16507,1.174,1042.70605,"no MS2: HBMP 12:0_20:4_22:6","HBMP",1.88651419279082
7169,5.261,478.29126,"low score: LPE 18:2","LPE",1.88610506546597
16466,1.074,1039.37866,"Unknown","null",1.88312502082818
14673,1.222,879.99323,"Unknown","null",1.88222239875093
16350,1.338,1026.45264,"Unknown","null",1.88117080806955
17112,6.361,1114.48401,"Unknown","null",1.87841800264721
15301,1.096,926.633,"no MS2: DGCC 16:4_32:9","DGCC",1.87578750925118
15507,1.327,944.97314,"no MS2: Cer 19:0;2O/44:1","Cer_NDS",1.87009550528199
12509,1.336,761.50787,"no MS2: SM 38:8;3O","SM",1.86963220924813
7162,1.559,478.19479,"Unknown","null",1.86903213374232
17631,1.112,1195.48206,"Unknown","null",1.86787408210336
6439,1.21,437.23788,"Unknown","null",1.86727830322598
16467,1.102,1039.46106,"Unknown","null",1.86587109284594
15269,1.245,924.01471,"Unknown","null",1.86448920662788
10432,1.322,657.77722,"Unknown","null",1.86438946559407
13632,1.345,821.05487,"Unknown","null",1.86397803964156
15071,1.1,908.37415,"Unknown","null",1.8625177343745
16789,1.342,1073.47473,"Unknown","null",1.85751618235781
2098,3.964,207.05998,"Unknown","null",1.85719391757714
12877,1.072,781.53845,"no MS2: TG 8:0_16:4_22:6","TG",1.8562864307788
6647,1.147,449.28171,"low score: SM 14:2;2O/2:0","SM",1.85568608692253
15419,1.086,937.39801,"Unknown","null",1.85242624974946
17526,1.106,1178.80188,"no MS2: DGDG O-26:6_28:7","EtherDGDG",1.85115668683752
2418,2.584,224.02806,"Unknown","null",1.84991396593035
17228,1.341,1132.75525,"no MS2: PE 64:15","PE",1.84852007897733
17495,1.323,1173.12988,"no MS2: TG 8:0_27:0_38:1","TG",1.84512045505055
14398,1.338,863.58063,"no MS2: SHexCer 12:2;2O/26:2;O","SHexCer",1.843250526955
14218,1.255,851.57623,"no MS2: SHexCer 11:1;2O/26:2;O","SHexCer",1.84305635827316
11144,1.228,692.81268,"Unknown","null",1.84293716458848
15633,1.12,956.65436,"no MS2: ADGGA 18:5_12:0_16:3","ADGGA",1.84156471302805
9297,1.332,594.13635,"Unknown","null",1.839409967072
16092,1.346,1000.26636,"Unknown","null",1.83274839328688
6915,5.918,464.19162,"Unknown","null",1.8313564138829
4699,6.526,350.16348,"Unknown","null",1.83076517042062
6196,1.879,426.35681,"low score: CAR 18:1","CAR",1.83021286658007
16183,1.066,1010.03027,"Unknown","null",1.83016826216734
6435,6.357,437.20435,"Unknown","null",1.82993033839115
9607,0.996,611.42682,"no MS2: TG 8:0_9:0_16:4","TG",1.8295469593566
16000,1.343,990.86639,"no MS2: DGCC 9:0_42:2","DGCC",1.82789348428404
11152,1.336,693.13428,"Unknown","null",1.82784927465515
16371,1.207,1029.45044,"Unknown","null",1.82735086860044
6512,7.104,441.9353,"Unknown","null",1.82702821096594
16283,1.086,1020.03027,"Unknown","null",1.82696436460161
11605,1.335,713.97015,"Unknown","null",1.82517941953225
16835,1.124,1078.72681,"no MS2: PE 18:5_44:12","PE",1.8233565707604
15644,1.118,957.65906,"no MS2: PI 41:1","PI",1.82298703020546
6957,5.215,466.29724,"low score: LPC 14:1-SN2","LPC",1.82295606749215
12444,1.318,758.5105,"no MS2: PC O-36:9","EtherPC",1.82164878326786
10538,1.336,663.31116,"no MS2: PI 20:1","PI",1.82039460455018
12996,1.338,787.70514,"no MS2: TG O-8:0_16:0_22:0","EtherTG",1.81991143658423
15844,1.087,975.99951,"Unknown","null",1.8195251290619
11951,1.099,729.75391,"Unknown","null",1.8189623574213
16867,1.102,1083.74121,"no MS2: DGDG O-18:0_28:7","EtherDGDG",1.81730542915293
10598,1.336,665.24622,"Unknown","null",1.81686906737914
11754,1.263,720.98706,"Unknown","null",1.81524332075632
9453,6.039,603.29437,"Unknown","null",1.81262102786076
8008,4.882,520.3399,"no MS2: PC O-18:2","EtherPC",1.81258493475495
9541,1.154,608.13202,"Unknown","null",1.81047847776869
14625,1.227,876.9964,"Unknown","null",1.80960775091351
15414,1.026,936.64166,"no MS2: PC 46:8","PC",1.80946878071459
16635,1.101,1054.72046,"no MS2: PC 55:12","PC",1.80873378760489
7952,1.005,516.37317,"no MS2: SL 10:0;O/18:2","SL",1.8032571297103
10400,1.315,655.64062,"Unknown","null",1.80298772574534
13695,1.103,824.56775,"no MS2: PE O-16:4_28:7","EtherPE",1.80139519708737
14696,1.047,881.62286,"no MS2: SHexCer 13:0;2O/26:2;O","SHexCer",1.80119044129957
16800,1.141,1074.73584,"no MS2: DGDG O-18:2_28:7","EtherDGDG",1.80078065949238
17416,1.119,1161.7959,"no MS2: DGDG O-24:3_28:7","EtherDGDG",1.80040335223917
7470,3.161,494.28677,"Unknown","null",1.79983263886304
16941,1.129,1092.74194,"no MS2: PI 52:8","PI",1.79892685850287
12786,1.063,776.79114,"no MS2: Cer 9:0;2O/42:1","Cer_NDS",1.79791247412068
14621,1.295,876.84167,"no MS2: Cer 14:0;3O/42:2;(2OH)","Cer_AP",1.79555321906772
16360,1.059,1027.7168,"no MS2: PI 46:1","PI",1.79307135851824
13127,9.544,794.50122,"no MS2: LPE 42:12","LPE",1.79289383711693
3268,4.288,272.08862,"Unknown","null",1.78419145043878
2777,7.138,245.07532,"Unknown","null",1.78248215987463
9776,1.06,621.45056,"no MS2: DG 35:6","DG",1.78242566281672
12163,1.327,741.66589,"Unknown","null",1.7788624167768
8486,0.995,549.44556,"no MS2: DG 29:0","DG",1.77863649937848
6818,1.211,458.2171,"Unknown","null",1.77822879649459
15747,1.345,967.46033,"Unknown","null",1.77669463013178
12501,1.337,761.10785,"Unknown","null",1.77639864928769
2638,6.626,235.16557,"Unknown","null",1.77639254844454
16837,1.112,1079.07312,"no MS2: Cer 29:0;2O/44:4","Cer_NDS",1.77337958304409
16551,1.352,1046.51208,"Unknown","null",1.77237575767192
14375,1.192,861.9856,"Unknown","null",1.7689134430083
17195,0.987,1127.80481,"no MS2: TG 16:4_18:5_38:10","TG",1.7687742717319
7060,8.023,471.19727,"Unknown","null",1.76829564091069
7191,1.043,479.33502,"low score: SM 8:1;2O/10:0","SM",1.76581111921899
15766,1.341,968.89734,"no MS2: Cer 21:3;3O/42:2;(2OH)","Cer_AP",1.76541717962557
3380,6.356,276.87067,"Unknown","null",1.76412326014101
15196,1.244,918.02386,"Unknown","null",1.76391772881307
14580,1.223,875.26062,"Unknown","null",1.76166599268903
16903,1.089,1088.07825,"Unknown","null",1.76128766785195
15509,1.347,945.23175,"Unknown","null",1.76072874419765
9219,1.072,589.36487,"no MS2: MGDG O-18:5_4:0","EtherMGDG",1.75958766503593
15322,1.332,928.37213,"Unknown","null",1.75947806319937
14924,1.056,898.28223,"Unknown","null",1.75860961839776
15558,1.231,949.64764,"Unknown","null",1.75493868206059
15264,1.238,923.83099,"no MS2: TG O-12:0_22:0_22:2","EtherTG",1.75418143678218
10464,4.887,659.23969,"Unknown","null",1.754154481379
15432,1.254,938.42737,"Unknown","null",1.75371193336865
10487,6.017,660.06567,"Unknown","null",1.75293592425437
2173,4.892,208.13295,"Unknown","null",1.75239357906374
12758,1.339,775.35736,"Unknown","null",1.74685691150104
14521,1.342,871.39478,"Unknown","null",1.74444081962876
16277,1.332,1019.33618,"Unknown","null",1.74345092647369
1538,4.336,175.00105,"Unknown","null",1.74276540100049
12823,1.334,778.33771,"Unknown","null",1.74180661764846
7668,2.616,502.29419,"no MS2: PE O-16:4_4:0","EtherPE",1.74069584911098
5746,3.846,404.96182,"Unknown","null",1.74055017819369
16654,1.255,1056.0459,"Unknown","null",1.73890999048679
1642,4.313,181.01001,"Unknown","null",1.73739725502634
17387,1.236,1157.2771,"Unknown","null",1.73697782381446
16170,1.333,1008.33728,"Unknown","null",1.73615642693412
17119,1.086,1115.77161,"no MS2: DGDG O-20:0_28:5","EtherDGDG",1.73216242330226
15780,1.106,970.66962,"no MS2: SHexCer 21:3;2O/26:2;O","SHexCer",1.73110475884813
12976,1.328,786.93402,"Unknown","null",1.7310661189964
16830,1.208,1077.72717,"no MS2: PI 50:4","PI",1.72923502395524
11064,1.336,688.47296,"no MS2: HexCer 8:0;2O/26:7","HexCer_NDS",1.72768742016218
6029,7.109,416.93411,"Unknown","null",1.72714706649434
16473,1.08,1039.71082,"no MS2: PI 47:2","PI",1.72692582965708
17602,1.123,1190.8092,"no MS2: ADGGA 22:6_20:5_22:6","ADGGA",1.72677997297772
15193,1.236,917.83392,"Unknown","null",1.72605687559492
10673,1.066,670.13013,"Unknown","null",1.7257262629508
12390,1.334,755.10376,"Unknown","null",1.7245770617824
12085,6.346,737.39581,"Unknown","null",1.72445089616317
640,5.28,134.11826,"Unknown","null",1.72303018472996
15176,1.115,916.13257,"Unknown","null",1.72006287823813
4528,1.283,341.11053,"Unknown","null",1.71978241188605
17251,1.345,1135.52039,"Unknown","null",1.71895356110731
14858,1.071,893.61426,"no MS2: SHexCer 14:1;2O/26:2;O","SHexCer",1.71651919498423
3451,6.353,280.81732,"Unknown","null",1.71644636928264
17243,1.092,1134.77283,"no MS2: PC 61:14","PC",1.71205814526204
16855,1.247,1080.98303,"no MS2: HexCer 18:0;2O/42:1;O","HexCer_HDS",1.71193579337673
17124,1.087,1116.76147,"no MS2: ADGGA 22:6_14:0_22:6","ADGGA",1.70995007338287
15165,1.074,915.38086,"Unknown","null",1.70965497167157
15595,1.325,953.14185,"Unknown","null",1.70750993663367
17432,1.342,1164.09961,"no MS2: TG 8:0_26:0_38:1","TG",1.70538021802486
17170,1.232,1123.75891,"no MS2: DGDG O-21:1_28:7","EtherDGDG",1.70484059888628
15321,1.106,928.31036,"Unknown","null",1.70265597060321
11661,0.992,716.32861,"Unknown","null",1.70177950231286
16986,1.12,1098.7489,"no MS2: DGDG O-20:4_28:7","EtherDGDG",1.70146247635787
15691,1.166,962.16107,"Unknown","null",1.70139198768802
1165,6.634,158.03864,"Unknown","null",1.70013147645669
14428,1.188,865.25378,"Unknown","null",1.69804750255524
16226,1.096,1013.69745,"no MS2: PI 45:1","PI",1.69730580453749
17262,1.143,1137.7771,"no MS2: DGDG O-22:1_28:7","EtherDGDG",1.69576887166377
5971,5.749,414.29959,"Unknown","null",1.69484021433285
7664,5.21,502.28543,"no MS2: LPC 15:1","LPC",1.69397365544531
8499,4.818,550.38446,"no MS2: PC O-20:1","EtherPC",1.69201501737977
13578,1.262,818.35071,"Unknown","null",1.68955554496213
17475,1.079,1170.79382,"no MS2: Hex3Cer 17:1;2O/28:4","Hex3Cer",1.68861629173831
459,6.358,124.92281,"Unknown","null",1.68822317054268
15827,1.116,974.66852,"no MS2: PI 43:4","PI",1.6869091776421
3347,6.355,274.87338,"Unknown","null",1.68677154270973
198,4.761,104.34572,"Unknown","null",1.68417578840392
11753,7.84,720.76782,"Unknown","null",1.68399789286984
379,6.355,122.9248,"Unknown","null",1.6809999600207
12614,6.352,767.48895,"no MS2: SHexCer 11:1;2O/20:2;O","SHexCer",1.68003826779275
14651,0.972,878.64185,"no MS2: SHexCer 14:0;2O/27:1","SHexCer",1.67850574705319
10871,1.33,679.45251,"Unknown","null",1.67831654823953
665,4.316,137.04608,"Hypoxanthine","Hypoxanthines",1.67772404704817
16870,1.112,1084.07825,"Unknown","null",1.67707866531683
7170,5.107,478.29306,"low score: LPE 18:2","LPE",1.67695208637398
17480,1.108,1171.46826,"Unknown","null",1.67377533923841
15084,1.32,909.10693,"Unknown","null",1.67296485902609
16532,1.122,1044.71472,"no MS2: DGDG O-16:3_28:7","EtherDGDG",1.67259821577997
17567,0.979,1184.83618,"no MS2: DGDG O-26:3_28:7","EtherDGDG",1.67175431401908
17226,1.11,1132.44092,"Unknown","null",1.6695565590083
17603,1.348,1191.05005,"no MS2: AHexCer (O-30:1)17:1;2O/20:0;O","AHexCer",1.668841695476
16701,1.334,1061.95972,"no MS2: TG O-22:0_22:0_22:3","EtherTG",1.66826616492041
17292,1.347,1142.27637,"Unknown","null",1.66751420840894
17151,1.065,1120.78357,"no MS2: DGDG 22:3_26:4","DGDG",1.66741779407697
16302,1.329,1021.67596,"no MS2: PI 46:4","PI",1.66654468543056
14467,1.341,868.38629,"Unknown","null",1.66640504860086
17638,1.143,1196.47827,"Unknown","null",1.66342876992608
15028,1.334,905.10187,"Unknown","null",1.66341310971837
15231,1.345,921.0246,"Unknown","null",1.660452794451
7253,4.883,483.24933,"low score: SM 17:3;2O","SM",1.65979750100302
9763,6.044,621.30127,"no MS2: DGDG O-8:0_4:0","EtherDGDG",1.65978229193187
3066,1.175,261.03339,"Unknown","null",1.65896594275174
8836,1.126,569.64746,"Unknown","null",1.65883882255302
13146,1.232,795.35199,"Unknown","null",1.65855003204811
14191,1.189,850.38947,"Unknown","null",1.65834650252584
16675,1.072,1059.06567,"no MS2: Cer 27:0;3O/42:2;(2OH)","Cer_AP",1.65818636428145
12619,1.308,767.76715,"Unknown","null",1.65703911224362
17487,1.34,1172.28088,"Unknown","null",1.65404962545654
14376,1.235,862.09009,"Unknown","null",1.65137529055146
14721,1.042,883.2674,"Unknown","null",1.65093876319176
