"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","FC","log2FC","p_value","FDR","VIP"
24,8.047,84.045,"Unknown","null",0.942052247158156,-0.0861210195230839,0.215039365878041,0.563692518721602,0.354478013226546
26,6.514,84.08057,"Unknown","null",1.05335294458172,0.0749889179224343,0.655641695482296,0.87125851276864,0.275818349629808
27,6.609,84.08082,"Unknown","null",1.22535371351623,0.293198261126914,0.222648908807245,0.569964984768306,0.90757602363215
28,9.098,84.08102,"Unknown","null",1.12938554080228,0.17553806614109,0.0649907762317174,0.38129533246106,0.759258207194397
29,6.214,84.91183,"Unknown","null",0.884611314472914,-0.176884399983408,0.100723527496155,0.428777096326885,0.803196507704784
32,6.603,85.02814,"Unknown","null",0.972332995466739,-0.040477615793133,0.637598205474371,0.861672790125532,0.262227772106623
33,7.119,85.02897,"Unknown","null",1.02150462494688,0.0306957360073365,0.596473369964545,0.846535683314471,0.461731701682743
40,4.28,86.07072,"Unknown","null",0.950821172695996,-0.0727540656042596,0.207373664662897,0.55695133892704,0.358128019081645
41,6.599,86.09546,"Unknown","null",1.02255538850644,0.0321789913913104,0.662361948082932,0.874838121281385,0.345233137178774
43,6.42,86.09595,"Unknown","null",1.08858137227089,0.122449254089162,0.0406251397450845,0.33584717999821,0.91128814635948
44,6.224,86.90568,"Unknown","null",0.897031415596153,-0.156769583175246,0.142145297862945,0.480706584398388,0.668607264084655
59,7.539,90.05364,"low score: Alanine","Alanine and derivatives",0.937957311431055,-0.0924058309827132,0.540315181776189,0.811766080280237,0.303613517087623
60,7.079,90.97694,"Unknown","null",1.01471932308398,0.0210807252500942,0.618026153220918,0.854456846194142,0.373204214169121
63,6.296,91.05406,"Unknown","null",1.02660631967871,0.0378830467648275,0.48723726442544,0.778590579664421,0.589078885806691
68,6.302,93.07027,"Unknown","null",1.0234615031939,0.0334568373923201,0.56122000167565,0.824319238030616,0.608830751494065
70,4.315,94.03842,"Unknown","null",0.789642669041402,-0.34072814568168,0.0680672162084879,0.384785403990233,1.46958101535661
72,4.131,94.06526,"Unknown","null",1.44376452599569,0.529835461837106,0.0985586746256531,0.427946159077874,1.01565762775016
82,6.63,96.07744,"Unknown","null",0.918257264176596,-0.123029690970888,0.0409234259792354,0.33584717999821,0.530033729602556
124,1.352,100.07603,"Unknown","null",0.811393789665705,-0.301525834557593,0.15849601976292,0.49990880175315,0.803182654992758
155,6.299,102.04478,"Unknown","null",1.05020506788967,0.0706710626923854,0.203884986113787,0.554523970417326,0.724596377033683
157,6.531,102.05449,"Unknown","null",1.1874586255398,0.247877246691214,0.191355872960142,0.540654524435531,1.03756744987039
158,8.213,102.05917,"Unknown","null",1.04130954309397,0.0583989926571782,0.469928404740165,0.767196054179619,0.384120456489286
159,7.119,102.09204,"Unknown","null",1.05751513118275,0.0806783059231346,0.196941975664481,0.545586866011809,0.775507599103521
164,7.118,103.03986,"Unknown","null",1.07537992310908,0.104846442467743,0.10737113888909,0.440339928401924,0.901219391764837
166,6.301,103.0546,"Unknown","null",1.05762355130625,0.080826208446922,0.119223386633271,0.455222283152611,0.824029986192857
192,6.809,104.05309,"Unknown","null",0.944984317620577,-0.0816377074359345,0.281143358684606,0.626143164659359,0.307156232938439
195,4.761,104.10762,"Choline [M]+","Cholines",1.09248229314098,0.127609896838258,0.137196420227846,0.475188425279097,0.680863755972625
196,8.105,104.10764,"Unknown","null",1.12087695403889,0.164627912807758,0.227273989890714,0.575178973100629,0.726953585734013
197,4.761,104.21017,"Unknown","null",1.12567300884941,0.17078780697172,0.21405988837012,0.56216843765821,0.568648876372799
198,4.761,104.34572,"Unknown","null",0.948419372308218,-0.0764029634386354,0.624088146859375,0.858008978357543,0.19781602986725
215,5.63,106.08322,"Unknown","null",1.05994193117161,0.0839852290285386,0.379555453701556,0.698315016493204,0.682612047371974
238,4.314,110.03536,"Unknown","null",0.883931787079427,-0.177993053595655,0.29949565221501,0.636981647230458,0.861256906015537
244,8.945,110.07138,"Unknown","null",1.02252442254716,0.0321353017165578,0.605978726254326,0.850900776686723,0.30032654018595
264,6.36,112.89642,"Unknown","null",0.932358944204171,-0.101042617122772,0.0520446664125563,0.361690862444858,0.508999280077451
