"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","VIP"
2219,3.835,419.18057,"Unknown","null",1.55851272198653
10689,8.774,930.5271,"no MS2: PS 46:12","PS",1.55460256254953
6586,9.043,744.09949,"Unknown","null",1.54826540326453
7783,13.082,794.68866,"HexCer 42:1;O2|HexCer 18:1;O2/24:0","HexCer_NS",1.54711883704792
9621,12.863,876.68237,"PC O-44:6|PC O-24:1_20:5","EtherPC",1.54449346855148
9213,9.329,856.54327,"low score: LPI 36:7","LPI",1.54372082700946
1925,14.13,395.36655,"Unknown","null",1.54280828441658
7338,8.387,778.53943,"PC 36:6|PC 18:3_18:3","PC",1.53988613439733
7299,8.45,776.52441,"PC 34:4","PC",1.53980113970292
9098,12.96,850.67535,"PC O-42:5|PC O-26:3_16:2","EtherPC",1.53913994970987
6348,8.772,728.52466,"no MS2: PC 32:3|PC 13:0_19:3","PC",1.53553941732387
8211,13.272,812.65106,"low score: Cer 54:11;O4|Cer 18:1;O2/36:10;O2","Cer_EOS",1.53541379397507
10513,14.009,920.72235,"RIKEN P-VS1 ID-15840 from Mouse_SmallIntestine_WT_N_F1","Unknown",1.53504248510394
526,6.844,244.19016,"Unknown","null",1.53473834123245
10213,14.002,903.89429,"Unknown","null",1.53333166480037
5851,14.057,695.83868,"Unknown","null",1.53193019656263
2374,7.019,430.36514,"NAE 26:5","NAE",1.52762603671766
4623,8.625,614.38007,"no MS2: PE 25:1","PE",1.52693485229317
10014,13.781,895.75922,"TG 53:2|TG 17:0_17:1_19:1","TG",1.52550973370804
12532,9.018,1256.46021,"Unknown","null",1.52315937181487
11218,13.689,973.7276,"TG 60:12|TG 18:2_20:4_22:6","TG",1.51949791530146
12885,8.989,1375.78992,"Unknown","null",1.51512757429202
8010,8.469,805.55634,"RIKEN P-VS1 ID-11485 from Mouse_Brain_WT_N_F1","Unknown",1.51426816689505
8432,13.907,821.81122,"Unknown","null",1.51392574983639
4985,8.624,636.36383,"Unknown","null",1.51364436943284
7578,9.096,787.59662,"no MS2: NAOrn 45:11;O2|NAOrn 19:4;O(FA 26:6)","NAOrn",1.51177960958901
4363,9.027,597.48566,"Unknown","null",1.50735016480826
5715,14.212,687.54742,"low score: TG 38:1|TG 11:0_11:0_16:1","TG",1.50588123824987
6257,9.949,720.58997,"PC O-32:0|PC O-16:0_16:0","EtherPC",1.5055888318196
7975,6.322,804.34149,"Unknown","null",1.50409077414923
9048,14.137,848.84265,"low score: DG O-52:2|DG O-28:1_24:1","EtherDG",1.50354286887596
9093,10.644,850.6449,"PC 41:5","PC",1.50162141607147
6457,13.984,735.54883,"no MS2: TG 42:5|TG 19:0_8:1_15:4","TG",1.4978473826131
6531,9.878,740.55859,"PC O-34:4|PC O-10:0_24:4","EtherPC",1.49638397952443
4650,8.635,616.36047,"Unknown","null",1.48994860232748
8489,11.451,824.6532,"PC O-40:4|PC O-19:0_21:4","EtherPC",1.48905935515086
1069,2.373,314.23248,"Unknown","null",1.48712742519994
9917,13.465,890.7251,"TG 54:9|TG 18:3_18:3_18:3","TG",1.48596435191455
12503,8.569,1249.74072,"Unknown","null",1.48575914294857
10454,13.524,916.73993,"TG 56:10|TG 18:2_18:3_20:5","TG",1.48389988221155
2925,5.865,478.29434,"LPE 18:2","LPE",1.4832916294829
3115,14.066,495.44052,"Unknown","null",1.47771669919223
4308,8.005,592.4696,"LPC O-24:1","EtherLPC",1.47686758553556
8040,9.202,806.56805,"PC 38:6|PC 16:0_22:6","PC",1.47088612910861
8903,13.491,841.70978,"low score: SM 44:2;O2|SM 30:0;O2/14:2","SM",1.47073168877577
203,14.059,165.16444,"Unknown","null",1.46980915011399
11190,13.83,970.78589,"TG 60:11|TG 18:1_20:4_22:6","TG",1.46977448170227
2663,8.103,452.362,"low score: DG O-24:4|DG O-18:4_6:0","EtherDG",1.46609785296662
10269,13.206,906.73175,"PC O-46:5|PC O-26:1_20:4","EtherPC",1.46560522530222
12736,13.239,1322.26538,"Unknown","null",1.46460991218534
10223,10.519,904.6333,"low score: AHexCer 49:10;O3|AHexCer (O-18:3)13:2;O2/18:5;O","AHexCer",1.4638290503378
10847,14.054,941.7569,"TG 57:7|TG 18:0_18:2_21:5","TG",1.46301097237406
9679,12.924,878.70001,"PC O-44:5|PC O-24:1_20:4","EtherPC",1.46300144253782
10217,5.819,904.50452,"low score: MIPC 29:1;O4|MIPC 13:0;O3/16:1(2OH)","MIPC",1.46235868958256
6214,9.871,718.57605,"PC O-32:1|PC O-16:1_16:0","EtherPC",1.4617955380425
970,6.767,302.76477,"Unknown","null",1.46019121638197
1763,8.553,383.32974,"Unknown","null",1.45855225159645
6817,9.011,756.91534,"Unknown","null",1.45845104502829
7632,10.488,788.68976,"low score: CerP 46:0;O2|CerP 21:0;O2/25:0","CerP",1.45639360431272
1509,7.006,362.30328,"NAE 21:4","NAE",1.45466284814482
1945,14.651,397.38174,"Unknown","null",1.45168301962161
6140,14.258,713.56274,"no MS2: TG 40:2|TG 8:0_8:0_24:2","TG",1.44573740344719
13209,9.022,1572.61255,"Unknown","null",1.44444976220507
7913,11.075,800.67181,"low score: MGDG O-37:2|MGDG O-21:2_16:0","EtherMGDG",1.44430776987763
8634,9.719,831.63556,"no MS2: SM 44:7;O2|SM 24:3;O2/20:4","SM",1.44352148345113
10788,7.61,937.58118,"low score: PI 40:4","PI",1.44339396830936
8538,13.624,826.76184,"low score: DG O-51:6|DG O-26:5_25:1","EtherDG",1.44259877227711
10362,14.694,910.86523,"low score: Cer 60:4;O4|Cer 17:2;O2/43:2;O2","Cer_EOS",1.44123780360673
6958,9.013,761.92169,"Unknown","null",1.43804071864829
9302,9.405,860.57367,"no MS2: TG 46:8;O4|TG 8:0_16:3_22:5;O4","OxTG",1.43724980062841
12292,9.021,1201.82349,"Unknown","null",1.43709809635996
302,7.009,193.15749,"Unknown","null",1.43566641958981
9338,10.76,862.63129,"no MS2: PC 42:6|PC 20:0_22:6","PC",1.43467845555431
8409,12.805,820.66443,"HexCer 43:3;O3","HexCer_HS",1.43319487213855
13532,8.995,1693.08899,"Unknown","null",1.43112221436938
2311,9.624,427.81378,"Unknown","null",1.43103139950495
9782,14.437,882.83221,"low score: Cer 58:4;O4|Cer 15:1;O2/43:3;O2","Cer_EOS",1.43008751261638
3608,8.088,538.48462,"CAR 26:1","CAR",1.42882161403846
10252,13.075,905.72748,"SM 49:5;O2","SM",1.42866105777063
9335,10.347,862.60126,"low score: DGGA 40:6|DGGA 20:3_20:3","DGGA",1.42820173652409
11491,13.851,1002.76184,"no MS2: HBMP 50:2|HBMP 19:1_15:0_16:1","HBMP",1.42805242371928
6213,9.219,718.57452,"no MS2: PC O-32:1|PC O-20:0_12:1","EtherPC",1.42764361420502
7498,9.088,784.86719,"Unknown","null",1.42742555182614
8969,9.434,845.6217,"no MS2: SM 44:8;O3|SM 24:2;O2(FA 20:5)","ASM",1.42653721231812
11226,13.751,974.72974,"low score: HBMP 48:2|HBMP 16:0_16:1_16:1","HBMP",1.41894946281988
7879,4.527,799.55847,"Unknown","null",1.41858076942865
11764,8.774,1065.49353,"Unknown","null",1.41682898432505
1510,6.838,362.30453,"NAE 21:4","NAE",1.41274294903558
6322,4.476,726.50928,"Unknown","null",1.41187668891555
9225,13.229,856.71814,"PC O-42:2|PC O-28:2_14:0","EtherPC",1.41069225325457
9414,13.545,866.72382,"TG 52:7|TG 16:1_18:3_18:3","TG",1.40960831090586
6500,8.555,738.51184,"no MS2: HexCer 35:5;O4|HexCer 17:0;O3/18:5(2OH)","HexCer_AP",1.40729386418954
2271,7.018,424.28174,"low score: LPE P-15:0","EtherLPE",1.4049489023762
7232,10.102,772.62219,"PC O-36:2|PC O-18:1_18:1","EtherPC",1.40243692110573
1670,14.168,371.89966,"Unknown","null",1.39972325786124
10516,14.297,920.77716,"no MS2: TG 56:8|TG 24:0_16:4_16:4","TG",1.39855549897877
4844,9.212,629.55011,"low score: DMEDFAHFA 36:5;O2|DMEDFAHFA 20:4/16:0;O","DMEDFAHFA",1.39855237323075
10649,13.985,927.82227,"RIKEN P-VS1 ID-16008 from Mouse_Adipose_WT_N_F1AA","Unknown",1.39784410310599
