"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","FC","log2FC","p_value","FDR","VIP"
2151,9.508,804.5766,"PC 34:1|PC 16:0_18:1","PC",1.06516196587611,0.0910728197468096,0.0805940244528854,0.211559314188824,0.641733280231444
2215,8.648,824.54474,"PC 36:5|PC 16:0_20:5","PC",1.28844863807582,0.365635027635864,0.093040326238809,0.229864335413528,1.18921218858236
2219,8.668,826.56122,"PC 36:4|PC 18:2_18:2","PC",0.859457745060139,-0.218501383038276,0.0139704005375403,0.0488964018813912,0.955636340765617
2220,8.968,826.56213,"PC 36:4|PC 16:0_20:4","PC",1.04091732613199,0.0578554885068385,0.330378026606037,0.478478521291502,0.745527199602446
2234,9.215,828.57666,"PC 36:3|PC 16:0_20:3","PC",1.29254923020963,0.37021923050284,0.000432724765869576,0.00363488803330444,1.5875114334901
2235,9.072,828.5769,"PC 36:3|PC 18:1_18:2","PC",0.879580399135794,-0.185112639835754,0.00103567441205926,0.00621404647235554,1.01382152866358
2245,9.756,830.59253,"PC 36:2|PC 18:0_18:2","PC",1.00277914595099,0.00400389894511832,0.929866737962186,0.929866737962186,0.652534379020419
2328,8.883,850.56323,"PC 38:6|PC 16:0_22:6","PC",0.981755768805958,-0.0265639246814082,0.646092589328302,0.798114375052608,0.178647184678134
2333,9.044,852.57654,"PC 38:5|PC 16:0_22:5","PC",1.09463326746972,0.130447607888865,0.0456398306380621,0.127791525786574,0.759045181011538
2341,9.695,854.59216,"PC 38:4|PC 18:0_20:4","PC",1.10031415832365,0.137915496428423,0.0282248630308315,0.0846745890924944,0.778285177407281
2350,10.044,856.6073,"PC 38:3|PC 18:0_20:3","PC",1.4420084632078,0.528079631840932,1.01512871555176e-05,0.000213177030265869,2.15995428583905
2359,11.538,857.67773,"SM 42:2;O2|SM 23:1;O2/19:1","SM",0.798597323057491,-0.32445985890207,9.80383104090111e-06,0.000213177030265869,1.85623742944991
2370,12.994,859.69147,"SM 42:1;O2|SM 18:1;O2/24:0","SM",0.943992179763671,-0.0831531868499304,0.133424068789626,0.280190544458214,0.513318057953096
2402,13.62,862.68762,"low score: PE O-46:5|PE O-28:4_18:1","EtherPE",0.934508356045212,-0.097720530787349,0.530537608830891,0.675229683966588,0.622106905189468
2417,9.016,870.54877,"low score: SHexCer 40:5;O3","SHexCer",0.882052382590403,-0.181063758991922,6.60472689958918e-05,0.000693496324456864,1.27041503404629
2450,9.577,878.59381,"PC 40:6|PC 18:0_22:6","PC",1.06372198568017,0.0891211374083056,0.185468219257758,0.354075691310265,0.406291829278199
2464,8.984,885.55133,"PI 38:4|PI 18:0_20:4","PI",1.0934023761381,0.128824415860418,0.000542414916987244,0.00379690441891071,0.857770115412851
2805,8.697,1173.76123,"RIKEN N-VS1 ID-8768 from Mouse_Macrophage_WT_N_F1","Unknown",0.941104393773343,-0.0875733293984453,0.25877624876129,0.418023171075931,0.819930016844408
