"Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","FC","log2FC","p_value","FDR","VIP"
8,1.037,57.97597,"Unknown","null",0.916765255994423,-0.125375725699138,0.557394801572459,0.823899392551419,0.404353545393442
16,4.42,61.9882,"Unknown","null",0.91131500439229,-0.133978273876231,0.570136401355303,0.832743131243674,0.431296814529522
17,1.752,61.98845,"Unknown","null",0.957463739454575,-0.0627102437762801,0.774531184245232,0.918800948932518,0.260061968802622
18,1.396,61.98854,"Unknown","null",0.911425533399137,-0.133803306954784,0.492756213640088,0.783615132409161,0.445450494459593
19,9.275,61.98876,"Unknown","null",1.0775610242596,0.107769574097428,0.65846105421499,0.870889879796798,0.363109540788698
29,3.529,78.91879,"Unknown","null",0.92660774270174,-0.109969357356741,0.126115002122525,0.445420021346869,0.635162834621292
32,6.087,78.95862,"Unknown","null",0.948945704835749,-0.0756025509550788,0.216821045005264,0.578852463747335,0.406776275034955
34,1.223,79.9567,"Unknown","null",0.961229375833739,-0.0570473559888054,0.596876797282057,0.845877660731057,0.68764809444291
35,9.549,79.95705,"Unknown","null",1.02484523341118,0.0354060581710378,0.679568688953625,0.878716974534012,0.161094227337402
36,0.987,79.95728,"Unknown","null",1.14223127575065,0.191854793079878,0.106675321641113,0.410909471578305,1.00972905314737
37,3.529,80.91679,"Unknown","null",0.945310475668589,-0.0811398521757347,0.232543779283932,0.593204635747795,0.648381142557044
44,0.915,84.0088,"Unknown","null",1.00782526826707,0.0112455332268055,0.954204260433508,0.982722481464235,0.0449691118397538
53,6.74,85.0038,"Unknown","null",1.25770021350629,0.330788081176422,0.0549195614590243,0.294093819641789,0.979692569618942
54,3.341,85.00382,"Unknown","null",0.979377254441528,-0.030063404339419,0.824180727286708,0.934071490924935,0.428394502560714
55,2.937,85.00395,"Unknown","null",1.11802019956751,0.160946253970559,0.244489570587929,0.605811725623716,0.650096382834978
56,7.215,85.02895,"Unknown","null",0.982684285508612,-0.0252001095432313,0.840903165265172,0.939824277448364,0.108518536785764
59,2.987,88.03945,"Unknown","null",1.04645428170343,0.0655092834039284,0.792029905139846,0.924027507114458,0.192040655622171
60,3.643,89.02389,"no MS2: Glyceraldehyde","Monosaccharides",0.900053435107844,-0.151917439804313,0.182764564151062,0.533237572751954,0.565612570820606
61,3.217,89.02407,"low score: Glyceraldehyde","Monosaccharides",2.00978429307444,1.00704066756766,0.195271824606953,0.551554223247374,1.4935183510792
62,3.907,89.02409,"low score: Glyceraldehyde","Monosaccharides",0.859087023957528,-0.219123813729905,0.208250875823302,0.567835471930518,0.839093303850929
