"Dataset","Analysis","Alignment_ID","Average_Rt","Average_Mz","Metabolite_name","Ontology","FC","log2FC","p_value","FDR","VIP"
"Lip_Neg","paired",2613,11.619,967.63843,"low score: SMGDG O-45:5|SMGDG O-28:3_17:2","EtherSMGDG",0.656506152552716,-0.607119563257852,0.000429280216565594,0.00241411293343682,1.27841748294244
"Lip_Neg","paired",1884,8.491,733.55267,"SM 33:1;O2|SM 17:1;O2/16:0","SM",0.888324656698582,-0.17084105906773,0.000445076462073305,0.00244513850000087,0.665549092643481
"Lip_Neg","paired",2282,9.167,834.57043,"PC O-38:7|PC O-16:1_22:6","EtherPC",0.772534113372139,-0.372329454289535,0.000448403141849689,0.00244513850000087,0.99056107733591
"Lip_Neg","paired",2307,8.972,843.55225,"no MS2: DGGA 40:6|DGGA 19:2_21:4","DGGA",0.718627156394893,-0.47668464012623,0.00047381398848368,0.00254444174424908,1.4122676833538
"Lip_Neg","paired",2472,8.668,894.5506,"low score: SHexCer 42:7;O3","SHexCer",0.754945611871736,-0.405555381985122,0.000474590231294108,0.00254444174424908,1.01322758663309
"Lip_Neg","paired",1048,5.818,500.27899,"LPE 20:4","LPE",0.794158909432882,-0.33250037856164,0.000537972385148789,0.00281333099774531,0.985629545354124
"Lip_Neg","paired",2338,9.724,853.64447,"no MS2: SM 42:4;O2|SM 16:0;O2/26:4","SM",0.72524986826099,-0.463449966524392,0.000606816257881008,0.00309719018022467,1.08457991602216
"Lip_Neg","paired",2190,9.463,815.59998,"no MS2: PE-Cer 46:7;O2|PE-Cer 16:1;O2/30:6","PE_Cer",0.694731263345137,-0.525473073908538,0.000648827175769186,0.0032594625050452,1.35226966582998
"Lip_Neg","paired",2080,9.723,790.54199,"PE 40:6|PE 18:0_22:6","PE",1.33210035226251,0.413702770290552,0.00070711828975927,0.00341773840050314,1.00020098842826
"Lip_Neg","paired",1996,9.217,768.55511,"LPE-N (FA)38:3|LPE-N (FA 18:0)20:3","LNAPE",1.30567549710794,0.384796384721511,0.000788152747524513,0.00372475150311585,1.12295939616699
"Lip_Neg","paired",2567,7.252,929.58557,"low score: PI 40:4;O|PI 22:3_18:1;O","OxPI",0.794990463412541,-0.330990540741885,0.000783906276360113,0.00372475150311585,0.918916836501198
"Lip_Neg","paired",2057,9.343,786.56561,"PC O-34:3|PC O-16:1_18:2","EtherPC",0.854325736321268,-0.22714185106595,0.000842167312910041,0.0039507554826221,0.767299990982352
"Lip_Neg","paired",1728,11.599,690.60504,"RIKEN N-VS1 ID-4246 from Mouse_Kidney_WT_N_F1","Unknown",0.60500724838126,-0.724975667969458,0.000883305321789386,0.00411349485621627,1.41255011913721
"Lip_Neg","paired",2814,8.276,1191.76941,"RIKEN N-VS1 ID-8792 from Mouse_Macrophage_WT_N_F1AA","Unknown",0.773120345609287,-0.371235090181202,0.000962343013659401,0.00444909306314999,0.984251129279919
"Lip_Neg","paired",2426,8.558,874.56549,"PC 40:8|PC 18:2_22:6","PC",0.819993110112359,-0.286316307166997,0.000982696603688876,0.00447828880823931,0.860021545097527
"Lip_Neg","paired",939,8.554,473.28156,"low score: RIKEN N-VS1 ID-2002 from Mouse_Feces_WT_N_Ctr","Unknown",0.883519873787941,-0.178665507939748,0.00105682613924935,0.00478195089958215,0.751201234730287
"Lip_Neg","paired",1995,9.072,768.55457,"DMPE 36:3|DMPE 18:1_18:2","DMPE",0.85017324759417,-0.234171232488091,0.00107685415037618,0.00483628811128268,0.706561823700237
"Lip_Neg","paired",1990,8.669,766.53992,"DMPE 36:4|DMPE 18:2_18:2","DMPE",0.813943185925272,-0.296999998484822,0.00116172715640509,0.00514709670685034,0.767547140015851
"Lip_Neg","paired",2028,8.356,778.51477,"SHexCer 34:1;O2","SHexCer",0.777895466014622,-0.3623517967387,0.00131659522238866,0.00575334076632851,0.968701566410369
"Lip_Neg","paired",1942,9.375,752.55804,"PE O-38:4|PE O-18:0_20:4","EtherPE",0.801585925334327,-0.319070917727288,0.00149420543056326,0.00635535376466241,0.933027649041871
"Lip_Neg","paired",2417,9.016,870.54877,"low score: SHexCer 40:5;O3","SHexCer",0.905854096921207,-0.142649396270478,0.00148626860604527,0.00635535376466241,0.590649492790906
"Lip_Neg","paired",1935,9.285,750.54468,"PE O-38:5|PE O-18:1_20:4","EtherPE",0.793324631264217,-0.334016752188964,0.00155706070772417,0.00653555744426331,0.906953639326992
"Lip_Neg","paired",1696,8.493,673.5318,"RIKEN N-VS1 ID-3995 from Mouse_Feces_WT_N_Ctr","Unknown",0.897729633092044,-0.155647077234594,0.0016081300785003,0.00670579732080516,0.833367468546371
"Lip_Neg","paired",2318,12.451,845.67816,"SM 41:1;O2","SM",0.595150132718891,-0.748674445950016,0.00163121757840891,0.0067579013962655,1.64074653759848
"Lip_Neg","paired",2527,14.411,920.71448,"low score: HexCer 47:4;O2|HexCer 18:3;O2/29:1","HexCer_NS",0.735277088025964,-0.443640065090417,0.0017078430362636,0.00702970230410437,1.13488864800216
"Lip_Neg","paired",2339,9.258,854.58478,"PC 38:4|PC 18:1_20:3","PC",1.19047544258987,0.251537860659298,0.00180454290485997,0.00738011777756834,1.39942269574282
"Lip_Neg","paired",2702,8.884,1054.5271,"low score: MIPC 41:9;O4|MIPC 15:2;O3/26:7(2OH)","MIPC",0.861190485388819,-0.215595714488339,0.0018316305298439,0.0074431864843338,0.64613088783386
"Lip_Neg","paired",2513,8.271,913.58606,"low score: PI 40:4|PI 25:1_15:3","PI",0.730239366199459,-0.453558650313575,0.00188020412568724,0.00759221665942063,1.09310352490355
"Lip_Neg","paired",2786,8.667,1166.50244,"low score: GQ1b 30:1;O2","GQ1b",0.668023633007688,-0.582028952337909,0.0019791000613065,0.00794129458561979,1.22891850358137
"Lip_Neg","paired",2324,9.761,847.58594,"low score: PG O-43:7|PG O-21:1_22:6","EtherPG",0.746073158716071,-0.422610989149632,0.00201297994260247,0.00802675752112736,1.08774260903881
"Lip_Neg","paired",1917,8.915,745.56659,"no MS2: NAGlySer 39:4;O2|NAGlySer 13:1;O(FA 26:2)","NAGlySer",0.778500592633909,-0.361229957330416,0.00240215606813509,0.00935234947555402,0.934476056525486
"Lip_Neg","paired",2182,9.316,814.50305,"low score: SHexCer 37:4;O2","SHexCer",0.780588366691198,-0.35736613280481,0.00260724067341436,0.0100205996966166,0.919280661137882
"Lip_Neg","paired",1766,9.093,701.56586,"no MS2: RIKEN N-VS1 ID-4415 from Mouse_Feces_WT_N_Ctr","Unknown",0.807547036968328,-0.308381800375418,0.00273510905174204,0.0101614509438879,1.00940361222613
"Lip_Neg","paired",2142,9.559,801.61395,"no MS2: SM 38:2;O2|SM 13:1;O2/25:1","SM",0.900523893374789,-0.151163539582006,0.00269214900593745,0.0101614509438879,0.575718813940879
"Lip_Neg","paired",2158,10.351,806.59357,"PC 34:0|PC 16:0_18:0","PC",0.756197773422614,-0.403164493481922,0.00270609979608668,0.0101614509438879,1.03100276586938
"Lip_Neg","paired",2429,9.024,875.43176,"low score: GD1b 30:1;O2","GD1b",0.816822890917098,-0.291904797538166,0.00273443452481171,0.0101614509438879,1.33538749405417
"Lip_Neg","paired",2496,11.613,899.65155,"PEtOH 49:7","PEtOH",0.714216255773196,-0.48556712442392,0.00268580193385748,0.0101614509438879,1.0993368672713
"Lip_Neg","paired",2679,8.668,1030.52649,"low score: MIPC 39:7;O4|MIPC 13:2;O3/26:5(2OH)","MIPC",0.710834408809254,-0.492414576411912,0.00273945072468452,0.0101614509438879,1.12283937143511
"Lip_Neg","paired",965,6.3,478.29282,"LPE 18:1","LPE",0.770837096744459,-0.375502091492665,0.00282809796935068,0.0104296329736748,1.15513010499859
"Lip_Neg","paired",2010,11.613,772.64093,"no MS2: Cer 47:5;O3|Cer 15:3;O3/32:2","Cer_NP",0.776212890116177,-0.365475703567308,0.00284987166524874,0.0104495294392454,0.900897300055374
"Lip_Neg","paired",2447,9.292,878.56116,"MMPE 46:11|MMPE 22:5_24:6","MMPE",0.721718314452119,-0.470492229573649,0.00287345188592741,0.0104757845898382,1.16269153192552
"Lip_Neg","paired",2131,11.537,797.65619,"low score: PE-Cer 44:2;O2|PE-Cer 12:0;O2/32:2","PE_Cer",0.828751055062896,-0.270989293000852,0.00297160126989379,0.010772054603365,0.832059084207827
"Lip_Neg","paired",2462,9.515,884.50549,"low score: GD2 43:2;O2","GD2",0.567473750375204,-0.817374435663345,0.0030447965049137,0.0109750292098019,1.61713878312575
"Lip_Neg","paired",2606,9.089,965.55383,"no MS2: DGDG 35:7|DGDG 16:3_19:4","DGDG",0.765385349385362,-0.385741808946767,0.00307259590233948,0.0110130122791718,1.14984099782246
"Lip_Neg","paired",660,6.119,362.19562,"low score: NATau 15:1;O","NATau",0.651651089166476,-0.617828379916228,0.00320867090717056,0.0113101217611868,1.42239929387118
"Lip_Neg","paired",1897,9.559,741.58734,"no MS2: RIKEN N-VS1 ID-5050 from Mouse_Feces_WT_N_Ctr","Unknown",0.805976285893144,-0.311190703687055,0.00335123154555341,0.0116835285577217,0.796840437391372
"Lip_Neg","paired",943,6.52,473.28418,"low score: RIKEN N-VS1 ID-2002 from Mouse_Feces_WT_N_Ctr","Unknown",0.708779650684067,-0.496590910687738,0.00342939539021031,0.0118910557551857,1.3837297228381
"Lip_Neg","paired",1955,9.355,756.55603,"DMPE 35:2|DMPE 17:0_18:2","DMPE",0.78220790367792,-0.354375981292428,0.00345426766143241,0.0119125555026696,1.10425797158948
"Lip_Neg","paired",916,6.417,466.33051,"no MS2: LPE O-18:0","EtherLPE",0.791302297276436,-0.337699149284022,0.00362195659651813,0.0123022870588636,1.06966731161457
"Lip_Neg","paired",1763,10.157,700.52704,"PE O-34:2|PE O-16:1_18:1","EtherPE",0.699803391684236,-0.51497843809158,0.0036251253402294,0.0123022870588636,1.20463210632983
"Lip_Neg","paired",1299,6.492,552.36444,"LPC O-18:1","EtherLPC",0.729173952701959,-0.455665068039778,0.00368519337018034,0.0123536643518734,1.17375071501289
"Lip_Neg","paired",2278,10.443,832.61151,"PC 36:1|PC 18:0_18:1","PC",1.1698909599398,0.226374069223198,0.00369633912824698,0.0123536643518734,0.718816659152871
"Lip_Neg","paired",2468,9.218,887.5661,"PI 38:3|PI 18:0_20:3","PI",1.21688063800845,0.283187663204828,0.00369835406145427,0.0123536643518734,1.21199352302654
"Lip_Neg","paired",2341,9.695,854.59216,"PC 38:4|PC 18:0_20:4","PC",1.13000555056686,0.17632985914986,0.00388794473052898,0.0129193163441536,0.549865990874178
"Lip_Neg","paired",1869,10.437,726.54456,"PE O-36:3|PE O-18:1_18:2","EtherPE",0.826206504391655,-0.275425676890562,0.0040121686101964,0.0132630236958824,0.714435398358038
"Lip_Neg","paired",2296,9.395,840.5163,"low score: SHexCer 39:5;O2","SHexCer",0.650108775050258,-0.621246967367368,0.00405942520000645,0.0133500684412583,1.36952608467956
"Lip_Neg","paired",1298,5.704,552.30658,"low score: GPNAE 24:6","GPNAE",0.769867314169406,-0.377318274644516,0.00427039869048705,0.0139151800512268,0.947530716590771
"Lip_Neg","paired",2216,8.385,824.54736,"PC 36:5|PC 18:2_18:3","PC",0.690868871670387,-0.533516184770097,0.0042781043311539,0.0139151800512268,1.04199693900902
"Lip_Neg","paired",849,3.599,448.30664,"BA 24:1;O3;G","BileAcid",0.556480428519982,-0.845597146176704,0.00434437262926197,0.0139985340276219,1.57076896313024
"Lip_Neg","paired",2232,9.608,827.63428,"no MS2: SM 40:3;O2|SM 12:0;O2/28:3","SM",0.800002618921049,-0.321923372014581,0.00460813774647909,0.0147738285540385,0.885970970060055
"Lip_Neg","paired",2535,10.045,924.59698,"PC 44:11","PC",1.33574578503363,0.417645464721481,0.00467475481117107,0.0149124678476357,1.16643289943155
"Lip_Neg","paired",2463,9.357,884.56293,"no MS2: SHexCer 41:5;O3","SHexCer",0.673122426815442,-0.571059170294877,0.00513765249425254,0.016307573588722,1.37254664110065
"Lip_Neg","paired",1183,6.407,526.34985,"LPC O-16:0","EtherLPC",0.783827140362752,-0.351392567126037,0.00555255927641012,0.0173653569526944,0.994179154059777
"Lip_Neg","paired",2130,11.63,797.65515,"low score: PE-Cer 44:2;O2|PE-Cer 16:1;O2/28:1","PE_Cer",0.599474362320863,-0.738230039568894,0.0056123042185843,0.0174665858119843,1.39818862904092
"Lip_Neg","paired",630,6.119,345.20242,"low score: FAHFA 21:6;O2|FAHFA 2:0/19:5;O","FAHFA",0.646581592558873,-0.629095658722528,0.00594970531309557,0.0183792170082298,1.56095144259627
"Lip_Neg","paired",2355,8.473,857.52045,"PI 36:4|PI 16:0_20:4","PI",1.19098699054724,0.252157654364503,0.00623282480638788,0.0190265178300262,0.785915461139213
"Lip_Neg","paired",2548,12.996,927.67871,"PEtOH 51:7","PEtOH",0.896945620464478,-0.156907574028647,0.00622963838894222,0.0190265178300262,0.630472186800284
"Lip_Neg","paired",2008,9.375,772.52924,"PE O-40:8|PE O-18:2_22:6","EtherPE",0.81972530292136,-0.286787563825131,0.00629019780766688,0.0191102200061499,0.837997637852584
"Lip_Neg","paired",1989,8.487,765.57819,"SM 34:0;O3","SM",0.799963515554776,-0.321993891297957,0.00638711319379045,0.0193070828734207,0.855009774211565
"Lip_Neg","paired",2238,9.023,829.42316,"no MS2: SQDG 36:10|SQDG 18:5_18:5","SQDG",0.792110894633003,-0.336225674762323,0.00684241497649645,0.020304468627929,1.45958460487753
"Lip_Neg","paired",2316,12.391,845.67371,"SM 41:1;O2","SM",0.783055842586527,-0.352812899823238,0.00688559609688438,0.0203380106935751,0.986260713868281
"Lip_Neg","paired",1525,5.704,612.32831,"LPC 22:6","LPC",0.799076215477529,-0.323594981662088,0.00708293202869336,0.0208244729691537,0.882124745011057
"Lip_Neg","paired",511,7.13,307.26389,"FA 20:2","FA",0.829167733267201,-0.270264119251831,0.00730841604678866,0.0213888506323448,1.26077529856203
"Lip_Neg","paired",2332,9.248,852.5755,"PC 38:5|PC 18:0_20:5","PC",1.30682600326777,0.386067066968668,0.00741338247316079,0.021596977250578,1.19618306557145
"Lip_Neg","paired",2176,9.373,812.58026,"PC O-36:4|PC O-16:0_20:4","EtherPC",0.868719584675093,-0.203037532444785,0.00753532459810548,0.0218524413345059,0.784765055669776
"Lip_Neg","paired",2511,9.445,911.57764,"low score: SMGDG O-41:5|SMGDG O-23:0_18:5","EtherSMGDG",0.764496153471496,-0.387418852139161,0.00801020832966162,0.0228147897960898,0.987711281589026
"Lip_Neg","paired",1949,9.377,753.56854,"no MS2: PE-Cer 40:4;O3|PE-Cer 18:1;O2/22:3;O","PE_Cer",0.780503747701844,-0.357522535358253,0.00808313656902262,0.0229201828046064,0.971904213368038
"Lip_Neg","paired",663,6.529,364.20929,"low score: NATau 15:0;O","NATau",0.732397902812747,-0.449300434836195,0.00845503065659402,0.0234535198213347,1.19101090754107
"Lip_Neg","paired",2485,10.506,897.63739,"low score: HBMP 44:3|HBMP 16:3_12:0_16:0","HBMP",0.761548072754754,-0.392992985113938,0.00853318315390452,0.0235678391869744,1.10892757583971
"Lip_Neg","paired",1779,13.104,712.64618,"low score: Cer 42:0;O3|Cer 26:0;O2/16:0(3OH)","Cer_BDS",0.818963960952852,-0.288128128367333,0.00866092819329225,0.0238175525315537,0.851382354280859
"Lip_Neg","paired",2688,9.757,1034.55725,"low score: MIPC 39:5;O4|MIPC 15:0;O3/24:5(2OH)","MIPC",0.905418821113416,-0.143342798413418,0.00884698632883132,0.0242247951836669,0.565851387552384
"Lip_Neg","paired",1692,9.018,671.46497,"no MS2: PA 34:2|PA 13:1_21:1","PA",0.823339834677874,-0.280440066902504,0.00905227385599196,0.0245759605111612,1.26650738949987
"Lip_Neg","paired",2168,9.283,810.56702,"PC O-36:5|PC O-16:1_20:4","EtherPC",0.852461593629498,-0.230293257734036,0.00932373994989971,0.0252057037628645,0.725978651865964
"Lip_Neg","paired",1483,7.239,595.49225,"no MS2: RIKEN N-VS1 ID-3050 from Mouse_AdrenalGlands_WT_N_Ctr","Unknown",0.708789193628039,-0.496571486505273,0.0103859009273805,0.0277247062412918,0.916848530047766
"Lip_Neg","paired",2235,9.072,828.5769,"PC 36:3|PC 18:1_18:2","PC",0.903315408308058,-0.146698277114318,0.0103476540551475,0.0277247062412918,0.551398528831779
"Lip_Neg","paired",2333,9.044,852.57654,"PC 38:5|PC 16:0_22:5","PC",1.12417136389522,0.168861970610301,0.0104918699069662,0.0278908875026852,0.557292371742166
"Lip_Neg","paired",2279,8.492,833.52142,"PI 34:2|PI 16:0_18:2","PI",1.19351054324062,0.255211310964118,0.0109323195684026,0.028702962488234,0.979956779603783
"Lip_Neg","paired",975,7.484,479.31958,"no MS2: ST 28:1;O;S","SSulfate",0.856553957011818,-0.223383965844269,0.0113755565927276,0.0297442832219682,0.694237048581384
"Lip_Neg","paired",1892,9.019,739.45361,"low score: SMGDG O-28:0|SMGDG O-26:0_2:0","EtherSMGDG",0.852462284251826,-0.230292088934162,0.0118716790117296,0.0307891512580631,1.39825038632942
"Lip_Neg","paired",2433,8.925,876.57843,"PC 40:7|PC 18:1_22:6","PC",0.87589820760733,-0.191164877929822,0.0119976476764383,0.0309898753747678,0.618761071458011
"Lip_Neg","paired",2014,8.464,774.52747,"PC 32:2|PC 14:0_18:2","PC",1.21190934878343,0.277281788784668,0.01228156883739,0.0315953262832856,1.34827812139683
"Lip_Neg","paired",1758,9.505,698.51306,"PE O-34:3|PE O-16:1_18:2","EtherPE",0.841502562804923,-0.248960429582496,0.0124329075678862,0.0318164922834526,0.92826199054161
"Lip_Neg","paired",1983,9.372,764.52655,"PE 38:5|PE 18:0_20:5","PE",1.41817228190943,0.504032804198447,0.0124672775405379,0.0318164922834526,1.53088499071975
"Lip_Neg","paired",2000,9.217,769.55792,"RIKEN N-VS1 ID-5483 from Mouse_AdrenalGlands_fads2KO_N_Ctr","Unknown",1.21518976882525,0.281181628370003,0.0125843219182679,0.0319872405731272,0.996344284471267
"Lip_Neg","paired",1407,5.632,588.32971,"LPC 20:4","LPC",0.839001217076608,-0.253255191410448,0.013827685959775,0.0347325340249467,0.975720998442263
"Lip_Neg","paired",2191,9.509,816.52087,"low score: PC O-37:9|PC O-22:5_15:4","EtherPC",0.725030272027747,-0.463886861976956,0.0139019645927349,0.0347821702359407,1.00644608034827
"Lip_Neg","paired",2544,13.09,925.68652,"no MS2: PE-Cer 53:9;O3|PE-Cer 17:3;O2/36:6;O","PE_Cer",0.703253767840139,-0.507882717763708,0.0148646265499092,0.0366163387600081,1.07812298152566
"Lip_Neg","paired",2427,13.084,874.68994,"no MS2: SL 53:5;O2|SL 21:2;O/32:3;O","SL",0.743133273673923,-0.428307127695152,0.0152986008603669,0.0375404128804387,1.40784112779939
"Lip_Neg","paired",2217,8.499,824.54834,"PC 36:5|PC 14:0_22:5","PC",1.28815993301003,0.365311724070768,0.0177904350066104,0.043321746313807,1.14695588346494
"Lip_Neg","paired",1395,9.547,584.52747,"no MS2: Cer 35:0;O4|Cer 26:0;O3/9:0(2OH)","Cer_AP",0.823958107165941,-0.279357107139514,0.017982559553489,0.0436230912362204,0.768920191260533
"Lip_Neg","paired",1106,5.405,512.29913,"LPC 14:0","LPC",1.24372631397299,0.314669050649975,0.0196124217169963,0.0468641387844331,1.22893217257361
"Lip_Neg","paired",1191,5.755,528.30859,"LPE 22:4","LPE",0.853987487160819,-0.227713163616873,0.0195806608521439,0.0468641387844331,0.742597663561239
"Lip_Neg","paired",1790,9.445,715.57648,"low score: SE 24:1;O4/21:0;O","DCAE",0.901126387514022,-0.150198629412193,0.0198136429206432,0.0471682991916805,0.509088529068987
"Lip_Neg","paired",1173,6.38,524.33405,"LPC O-16:1","EtherLPC",0.836058642208122,-0.258323956581563,0.0204331925820313,0.0480075904889093,0.747799450820197
"Lip_Neg","paired",2479,9.219,896.56464,"low score: SHexCer 42:6;O3","SHexCer",1.17789944514722,0.236216384516903,0.0203774854455529,0.0480075904889093,0.818429474316434
"Lip_Neg","paired",2065,8.278,787.521,"PEtOH 41:7","PEtOH",0.88625506367827,-0.174206129575932,0.020548340518195,0.048021396522375,0.694990525664658
"Lip_Pos","all",6291,8.895,723.55768,"no MS2: NAOrn 40:8;O2|NAOrn 18:4;O(FA 22:3)","NAOrn",0.595450927782302,-0.747945477078853,1.38662335850113e-06,0.000847226872044188,2.15115848542681
"Lip_Pos","all",7891,10.911,799.66888,"SM 41:2;O2|SM 17:1;O2/24:1","SM",0.585609146657477,-0.771990007566075,2.05129408008947e-06,0.00100267254634773,2.16025005679488
"Lip_Pos","all",2193,3.942,415.21158,"LPG 11:0","LPG",0.488072728721053,-1.03483195212536,4.07042491777873e-06,0.0012435148123814,2.93694716250082
"Lip_Pos","all",2892,3.945,474.28223,"low score: LPC O-16:4","EtherLPC",0.50354286142588,-0.98981350963493,3.16918089958979e-06,0.0012435148123814,2.77006723405304
"Lip_Pos","all",9818,8.775,884.60724,"PC 44:9","PC",0.649495002188975,-0.62260967059207,7.77939539620584e-06,0.00190128423483271,1.96658887002785
"Lip_Pos","all",2191,3.684,415.21109,"RIKEN P-VS1 ID-2808 from Mouse_Macrophage_WT_N_F1AA","Unknown",0.394395643047157,-1.34228448077037,1.07300513768642e-05,0.00238402232409601,3.34792576254392
"Lip_Pos","all",2417,3.941,432.23834,"RIKEN P-VS1 ID-3065 from Mouse_Macrophage_WT_N_F1AA","Unknown",0.514156027245087,-0.959721864700557,1.52315108669523e-05,0.00286352404298703,2.65019981581099
"Lip_Pos","all",5385,8.544,664.53033,"low score: LPC 28:0","LPC",0.65047058430858,-0.620444278269716,2.0862725572405e-05,0.00314102291353411,1.77513754251219
"Lip_Pos","all",6233,8.119,719.56946,"SM 34:1;O3","SM",0.684811405690657,-0.546221364532185,2.10762389619749e-05,0.00314102291353411,1.68759147639144
"Lip_Pos","all",10788,7.61,937.58118,"low score: PI 40:4","PI",0.744959621169621,-0.424765865174425,2.5058076150814e-05,0.00340232989514386,1.44339396830936
"Lip_Pos","all",6257,9.949,720.58997,"PC O-32:0|PC O-16:0_16:0","EtherPC",0.747539592986537,-0.41977810207478,4.24305247312556e-05,0.00493810487824708,1.5055888318196
"Lip_Pos","all",2594,3.944,446.25452,"low score: LPE O-17:4","EtherLPE",0.547358941229872,-0.869440876307413,4.84668212214214e-05,0.00515012656805017,2.42407104269332
"Lip_Pos","all",8797,9.044,838.51373,"no MS2: SHexCer 39:7;O2|SHexCer 23:3;O2/16:4","SHexCer",0.683279525180544,-0.549452198519802,6.87956485028164e-05,0.00672546259763533,1.75206280557734
"Lip_Pos","all",6214,9.871,718.57605,"PC O-32:1|PC O-16:1_16:0","EtherPC",0.744844669480927,-0.424988498754676,7.32095328181136e-05,0.00688169608490268,1.4617955380425
"Lip_Pos","all",7849,9.069,798.53033,"no MS2: PC O-39:10|PC O-24:6_15:4","EtherPC",0.720915513320766,-0.47209790013021,9.17452673219161e-05,0.00800805119052725,1.5684735997233
"Lip_Pos","all",2194,4.254,415.21182,"RIKEN P-VS1 ID-2808 from Mouse_Macrophage_WT_N_F1AA","Unknown",0.573168283806298,-0.802969314424288,0.000110985352720926,0.00868764962248184,2.20602463030722
"Lip_Pos","all",8146,8.77,810.53821,"PC O-40:11|PC O-22:6_18:5","EtherPC",0.787517022290807,-0.344616986994914,0.000117304598012234,0.00868764962248184,1.36813331444976
"Lip_Pos","all",8444,10.049,822.63269,"PC O-40:5|PC O-18:1_22:4","EtherPC",0.691156134905409,-0.53291643693834,0.000105860932574668,0.00868764962248184,1.60791140390712
"Lip_Pos","all",6097,10.003,709.52014,"no MS2: RIKEN P-VS1 ID-8225 from Mouse_Feces_WT_N_Ctr","Unknown",0.549987038801015,-0.862530474937033,0.000134596011982999,0.00943647251110911,2.03679650270587
"Lip_Pos","all",3608,8.088,538.48462,"CAR 26:1","CAR",0.728228023618017,-0.457537835350708,0.000144617685027515,0.00955258438397961,1.42882161403846
"Lip_Pos","all",6544,8.769,741.53339,"RIKEN P-VS1 ID-9111 from Cell_C2C12_WT_N_4h10DHA","Unknown",0.835254284192808,-0.25971261742545,0.000161352770119485,0.00967542570632046,1.22533774455333
"Lip_Pos","all",6770,8.456,754.53876,"PC 34:4|PC 14:0_20:4","PC",1.44173146732698,0.527802477454991,0.000165170488759757,0.00967542570632046,1.79556913456758
"Lip_Pos","all",6784,8.605,755.55597,"SM 37:4;O3","SM",0.88212201002157,-0.180949880057813,0.000166271636524329,0.00967542570632046,1.01660391369915
"Lip_Pos","all",6546,8.587,741.55322,"SM 36:4;O3","SM",0.713456661549836,-0.487102298075024,0.000175190018757076,0.00995731176377429,1.592104669513
"Lip_Pos","all",8071,11.852,807.65277,"RIKEN P-VS1 ID-11605 from Mouse_Brain_WT_N_F1AA","Unknown",0.523949564325154,-0.932500151063547,0.000196086455166298,0.0108917112824189,2.1869768804656
"Lip_Pos","all",6560,9.946,742.57269,"no MS2: LPC 34:3","LPC",0.704079216782948,-0.506190337572423,0.000217640372609719,0.0116178452799014,1.61642254277734
"Lip_Pos","all",8479,9.428,824.54053,"PC O-41:11","EtherPC",0.804791095962444,-0.313313751326785,0.000220001526307945,0.0116178452799014,1.30169574336992
"Lip_Pos","all",9387,9.042,865.5318,"low score: LPI 38:8","LPI",0.835874787135851,-0.258641250078327,0.000260177648250163,0.0129770239249673,1.14833845668207
"Lip_Pos","all",6531,9.878,740.55859,"PC O-34:4|PC O-10:0_24:4","EtherPC",0.723620500712398,-0.466694813714902,0.000300400489912006,0.0146835759468988,1.49638397952443
"Lip_Pos","all",9095,11.42,850.66724,"PC O-42:5|PC O-22:2_20:3","EtherPC",0.667749249914746,-0.582621644610853,0.000325124962448982,0.0148474864461814,1.67388396459318
"Lip_Pos","all",9712,13.968,879.73584,"TG 52:3|TG 16:1_18:1_18:1","TG",0.81211164742764,-0.300250015115246,0.000326962854051339,0.0148474864461814,1.32330066710489
"Lip_Pos","all",10530,14.003,921.72235,"TG O-57:10|TG O-21:4_18:3_18:3","EtherTG",0.408122269355386,-1.29292666090976,0.000334129195801954,0.0148474864461814,2.75717861131145
"Lip_Pos","all",6658,9.104,747.4953,"low score: BA 24:1;O4;T/16:4","TDCAE",0.616093164876202,-0.698779564840851,0.000346655592329492,0.0151290404938085,1.90325861226788
"Lip_Pos","all",2374,7.019,430.36514,"NAE 26:5","NAE",0.707842357754126,-0.49849999871708,0.000429179136678331,0.0152248385759643,1.52762603671766
"Lip_Pos","all",3009,6.24,485.35797,"low score: NAGlySer 21:1;O","NAGlySer",0.678553897120315,-0.559464682308796,0.000404540161549763,0.0152248385759643,1.64537904190439
"Lip_Pos","all",4308,8.005,592.4696,"LPC O-24:1","EtherLPC",0.735558377937413,-0.443088248691319,0.00043606329800225,0.0152248385759643,1.47686758553556
"Lip_Pos","all",8465,10.259,823.63879,"SM 42:4;O2","ASM",0.601125543308689,-0.734261769850601,0.000404042187591586,0.0152248385759643,1.98522647458807
"Lip_Pos","all",8919,9.541,842.60638,"PC O-42:9","EtherPC",0.630504123803126,-0.665422288376908,0.000395528749887459,0.0152248385759643,1.85167158055527
"Lip_Pos","all",9403,9.044,866.53632,"no MS2: DGGA 41:11|DGGA 19:5_22:6","DGGA",0.829222926759783,-0.270168089552694,0.00041050997575857,0.0152248385759643,1.19225195526415
"Lip_Pos","all",9815,9.413,884.57642,"SHexCer 42:5;O2","SHexCer",0.783393134303921,-0.352191610393813,0.000411880023290245,0.0152248385759643,1.32452003905295
"Lip_Pos","all",6648,10.002,746.60553,"PC O-34:1|PC O-16:0_18:1","EtherPC",0.807141578040363,-0.309106340811905,0.000448099110750632,0.0153198653787143,1.26672878603262
